id,stud.id,name,gender,age,format ,studies,score,salary
357,900004,"Sandoval, Joseph",Male,22,in-person,Environmental Sciences,82,46238.41095
358,707668,"Anaya, Azya",Female,21,in-person,Mathematics and Statistics,74,28707.48701
359,814718,"Kelley, Tuyet",Female,21,online,Political Science,44,34420.48481
360,516229,"Rubio, Casey",Female,21,online,Mathematics and Statistics,81,43634.64981
361,162947,"Gurule, Matthew",Male,20,online,Political Science,66,60216.82003
362,434840,"Owens, Evan",Female,24,in-person,Mathematics and Statistics,42,31219.13759
363,965061,"Smith, Chakara",Female,23,online,Political Science,65,46116.8013
364,569422,"Walston, Madeline",Female,22,online,Social Sciences,95,45625.09346
365,302889,"Mcelwreath, Robert",Male,45,online,Biology,71,43894.14821
366,710686,"Simanjuntak, Noah",Male,21,in-person,Biology,86,58913.76002
367,526145,"Leyva, Samantha",Female,20,in-person,Mathematics and Statistics,78,37653.16526
368,692003,"Salazar, Catherine",Female,27,online,Economics and Finance,81,35175.69774
369,600996,"Yang, Brandon",Male,19,online,Mathematics and Statistics,71,47258.15093
370,744792,"Yang, Zachariah",Male,21,online,Political Science,80,69518.73751
371,851941,"Cameron, Morgan",Female,24,in-person,Economics and Finance,39,28442.80425
372,574219,"Le, Maximilian",Male,23,online,Economics and Finance,63,36200.03876
373,988603,"Davis, Frank",Male,32,online,Biology,68,49604.97441
374,484480,"Washington, Erica",Female,21,online,Biology,88,23866.7016
375,210485,"Miner, Peter",Male,19,online,Biology,74,52675.52192
376,568049,"Carlton, Ari'Yon",Male,20,in-person,Environmental Sciences,87,47351.42722
377,147318,"Oberai, Brandon",Male,24,online,Environmental Sciences,66,65776.22733
378,969418,"King, Vincent",Male,27,online,Environmental Sciences,73,43191.15122
379,275014,"Hart, Kala",Female,19,in-person,Environmental Sciences,60,41430.15745
380,728576,"Vanconett, Elizabeth",Female,19,in-person,Economics and Finance,72,34791.43357
381,282208,"Haroon, Isaac",Male,24,in-person,Biology,78,53064.78751
382,970464,"Vang, Lorenzo",Male,59,online,Biology,90,53704.74968
383,359665,"Kasper, Dominic",Male,20,online,Social Sciences,77,46461.91714
384,611195,"Sayles, Marcus",Male,22,online,Mathematics and Statistics,49,30761.86021
385,883812,"Garcia, Drew",Female,20,online,Biology,76,35813.74391
386,477938,"Lee, Jeritt",Male,25,online,Environmental Sciences,90,47815.62218
387,350566,"Burgesser, Taryn",Female,42,online,Environmental Sciences,84,43819.49922
388,654582,"Sutherlin, Michelle",Female,20,online,Environmental Sciences,66,45678.74949
389,791265,"Cayetano Jimenez, Danacia",Female,21,in-person,Biology,65,47683.23657
390,740013,"Morales, Briana",Female,21,in-person,Political Science,77,30873.06356
391,394257,"Dwyer, Joshua",Male,23,in-person,Biology,69,37008.17845
392,877560,"Davis, Alanna",Female,19,online,Environmental Sciences,54,41569.68486
393,206961,"Danvers, Shanelle",Female,21,online,Social Sciences,55,26018.60986
394,726881,"Murray, Hament",Male,21,in-person,Biology,53,39262.46618
395,775592,"Mcintosh, Brandon",Male,21,online,Mathematics and Statistics,62,34116.80988
396,690399,"Jacket, Seong",Male,24,online,Environmental Sciences,65,55882.64197
397,923689,"Herold, Austin",Male,20,online,Biology,61,46786.20716
398,756961,"Lor, Mario",Male,19,online,Biology,77,36439.33122
399,842635,"Carlson, Neil",Male,21,online,Mathematics and Statistics,63,61778.79067
400,902623,"Anders, Avinaba",Male,25,online,Social Sciences,72,52183.85437
401,921795,"Twitty, Michael",Male,20,in-person,Mathematics and Statistics,62,31790.11085
402,491938,"Ketema, Ramona",Female,20,online,Mathematics and Statistics,51,37306.14735
403,950015,"Ao, Tylar",Male,23,in-person,Environmental Sciences,72,60847.56004
404,912964,"Soufiani, Devin",Male,24,in-person,Environmental Sciences,66,54083.05555
405,644222,"Trujillo, Daphne",Female,20,online,Environmental Sciences,52,34201.5756
406,908969,"Lee, Destiny",Female,24,online,Economics and Finance,91,36600.49192
407,355269,"Santana, Sarahnora",Female,23,in-person,Economics and Finance,73,30606.19832
408,430350,"Hernandez, Kaniesha",Female,20,online,Social Sciences,82,49620.96813
409,795087,"Lim, Tion",Male,23,online,Environmental Sciences,64,63183.62447
410,206009,"Desai, Luis",Male,19,in-person,Social Sciences,91,48288.53006
411,290953,"Ho, Knevin",Male,20,in-person,Environmental Sciences,53,28927.89842
412,515270,"Thapa, Carlos",Male,23,online,Mathematics and Statistics,84,49930.48873
413,202267,"Munson, Gabrylle",Female,22,online,Mathematics and Statistics,76,33216.11898
414,706070,"Bennett, Roman",Male,21,online,Environmental Sciences,81,35538.88678
415,159061,"Watts, Tony",Male,20,online,Political Science,33,27154.28596
416,923944,"Angeles, Angel",Male,23,in-person,Mathematics and Statistics,83,43904.91335
417,679466,"Scott, Kristen",Female,21,online,Mathematics and Statistics,86,52046.95926
418,321492,"Nguyen, John",Male,21,in-person,Environmental Sciences,69,51439.25574
419,546863,"Sandoval, Ronnisha",Female,22,online,Mathematics and Statistics,81,30908.98677
420,825379,"Dickey, Dane",Male,24,online,Mathematics and Statistics,58,50865.40862
421,420763,"Mendez, Maya",Female,23,online,Biology,58,45054.9538
422,683224,"Stebbins, Leonardo",Male,24,online,Mathematics and Statistics,79,42338.83137
423,768607,"Tree, Henry",Male,22,online,Mathematics and Statistics,71,36291.58279
424,805991,"Rosser, Stephen",Male,21,online,Mathematics and Statistics,70,46284.13748
425,532938,"Bills, Tessa",Female,21,online,Biology,58,31011.93188
426,217025,"Vang, Gerald",Male,20,online,Mathematics and Statistics,78,56756.0606
427,117917,"Dela Cruz, Alfonso",Male,21,online,Environmental Sciences,84,54077.54939
428,812543,"Pak, Arturo",Male,22,online,Environmental Sciences,85,57841.89486
429,791609,"Zhong, Aarin",Male,20,online,Economics and Finance,75,56182.71546
430,362764,"Park, Ari",Male,21,online,Biology,67,52229.81531
431,618335,"Mohamed, Angela",Female,24,in-person,Economics and Finance,73,32902.34894
432,326623,"Park, Michael",Male,22,online,Mathematics and Statistics,78,51467.27875
433,176838,"Yanito, Othell",Male,21,online,Mathematics and Statistics,64,48882.08317
434,245697,"Crowe, Sanjay",Male,33,online,Economics and Finance,77,42793.1963
435,195754,"Miller, Shyanne",Female,20,in-person,Mathematics and Statistics,67,39910.86477
436,312905,"Combs, Danni",Female,23,online,Mathematics and Statistics,75,35374.68036
437,858822,"Dutkin, Gustavo",Male,20,online,Political Science,94,44530.39356
438,704791,"Castaneda, Elisa",Female,20,online,Mathematics and Statistics,72,40355.90281
439,618749,"Vasquez, Antonia",Female,19,online,Environmental Sciences,74,48650.98376
440,950895,"Heilman, Santiago",Male,20,online,Environmental Sciences,54,52102.9318
441,198996,"Evans, Margaret",Female,19,online,Mathematics and Statistics,52,20482.20954
442,135634,"Tan, Shae",Male,20,in-person,Social Sciences,92,50083.24151
443,729695,"Simon, Eric",Male,21,online,Economics and Finance,74,36094.97353
444,479694,"Ware, Lexandra",Female,19,online,Environmental Sciences,47,28672.84826
445,700769,"Jamison, Austin",Male,20,in-person,Economics and Finance,44,31948.58033
446,182816,"Lopez, Aspen",Female,23,online,Biology,73,38530.37834
447,957866,"Romero, Jesse",Male,22,online,Mathematics and Statistics,86,61260.51153
448,761485,"Ramos, Elizabeth",Female,22,online,Mathematics and Statistics,41,31539.26559
449,650299,"Bernal, Ji Hoon",Male,23,online,Political Science,83,44895.669
450,529167,"Marotta, Joshua",Male,22,online,Political Science,74,60101.44384
451,118892,"Mendez, Erika",Female,23,online,Political Science,69,38889.87033
452,839969,"Rudd, Jazmyn",Female,25,online,Mathematics and Statistics,75,31335.97737
453,430239,"Vang, Ezell",Male,21,online,Biology,54,37583.91963
454,596720,"Lee, Andrew",Male,23,online,Economics and Finance,72,36017.50497
455,954089,"Anderson, Halee",Female,21,in-person,Social Sciences,57,46945.1741
456,186261,"Tillmon, Carina",Female,21,online,Mathematics and Statistics,60,34148.56559
457,696080,"Cruze, Orion",Male,22,online,Political Science,74,56535.24363
458,212641,"Dominguez, Megan",Female,20,in-person,Biology,77,28453.06441
459,590941,"Cardoza, Dante",Male,21,online,Economics and Finance,90,48482.89362
460,317102,"Jones, Priscilla",Female,21,online,Environmental Sciences,45,29635.66814
461,313685,"May, Anthony",Male,23,in-person,Social Sciences,70,46635.62773
462,497782,"Vasquez, Santos",Male,19,online,Mathematics and Statistics,68,41383.92801
463,242731,"Mortel, Brainard",Male,20,online,Political Science,64,57924.64244
464,593581,"Gonzalez-Ruiz, Alycya",Female,22,online,Mathematics and Statistics,72,45055.00962
465,683129,"Andrade, Maria",Female,18,in-person,Environmental Sciences,65,21000.25041
466,384808,"Rangel, Cariann",Female,20,online,Mathematics and Statistics,79,41494.31415
467,617347,"Rice, Jordan",Male,22,online,Social Sciences,87,40303.74928
468,829313,"Etsitty, Daniel",Male,22,in-person,Economics and Finance,92,50965.81845
469,671261,"Mace, Julian",Male,20,online,Political Science,76,55484.64273
470,534172,"Wallace, Conor",Male,42,online,Biology,73,36304.55712
471,862277,"Eisele, Henry",Male,19,online,Social Sciences,74,58692.96293
472,136060,"Vang, Avion",Male,22,online,Economics and Finance,71,52316.11724
473,334969,"Jara, Ayrika",Female,19,online,Mathematics and Statistics,87,49391.3757
474,343331,"Petrie, Matthew",Male,18,in-person,Biology,68,64707.81886
475,833332,"Odell, Katherine",Female,23,online,Mathematics and Statistics,83,44279.06479
476,755721,"Valles, Kayla",Female,22,online,Environmental Sciences,51,30253.17107
477,962233,"Shah, Juan",Male,21,online,Biology,61,29758.25654
478,451961,"Whiteskunk, Gookjin",Male,22,online,Political Science,80,31607.77123
479,677662,"Lopez, Allexis",Female,22,in-person,Economics and Finance,78,56722.28247
480,906704,"Swiney, Jayda",Female,18,online,Political Science,71,25979.0748
481,111469,"Amos, Richard",Male,21,in-person,Social Sciences,74,52452.11209
482,960701,"Lofton, Dongwoo",Male,24,online,Economics and Finance,80,41670.71269
483,808356,"Lewis, Ella",Female,23,online,Social Sciences,61,34034.80029
484,859612,"Terrones, Bobbie",Female,21,in-person,Economics and Finance,57,36283.25729
485,659359,"Dominguez, Laquesha",Female,21,in-person,Political Science,71,46585.74359
486,759021,"Young, Rayyan",Male,21,in-person,Biology,91,41124.25846
487,726681,"Perez, Kanika",Female,22,in-person,Mathematics and Statistics,48,43867.783
488,398618,"Cali, Wilfrid",Male,22,in-person,Political Science,73,50988.39313
489,434279,"Zimmerman, Laura",Female,20,online,Social Sciences,58,37841.53825
490,275951,"Mascarenas, Yeimy",Female,22,online,Social Sciences,62,37018.58814
491,560475,"Turner, Brooke",Female,21,online,Biology,56,38303.13324
492,383269,"Larson, Benjamin",Male,43,in-person,Mathematics and Statistics,57,37855.8305
493,461293,"Hawley, Alexandria",Female,23,online,Mathematics and Statistics,68,50365.09827
494,806745,"Perkins, Annika",Female,19,online,Economics and Finance,85,40974.77415
495,224074,"Chan, Edgar",Male,22,online,Environmental Sciences,54,31237.39267
496,624714,"Le, Natenal",Male,20,online,Biology,65,53113.69606
497,347889,"Cochran, Jerald",Male,21,online,Biology,62,56036.51648
498,679986,"Valdez, Chamaray",Male,19,in-person,Social Sciences,85,55300.01931
499,827353,"Segura, Alysha",Female,21,online,Political Science,83,38906.20896
500,451408,"Mosley, Emmalee",Female,46,online,Mathematics and Statistics,74,32820.90948
501,601255,"Smith, Katie",Female,21,online,Biology,49,33354.29491
502,317857,"Garcia, Thomas",Male,23,online,Mathematics and Statistics,68,50011.69106
503,225865,"Falconer, Kollyn",Male,20,online,Political Science,70,50078.32817
504,445948,"Diller, Adrian",Male,21,in-person,Environmental Sciences,87,37014.01454
505,469849,"Adetoye, Caleb",Male,21,online,Mathematics and Statistics,63,66922.11848
506,426940,"Trejo, Analy",Female,23,online,Mathematics and Statistics,78,45120.14398
507,198362,"Kinlicheene, Alexander",Male,22,in-person,Social Sciences,76,44482.70705
508,748309,"Ojeda Santillan, Ajana",Female,24,online,Environmental Sciences,90,37760.04765
509,435115,"Mcculley, Felix",Male,22,online,Mathematics and Statistics,77,58113.05305
510,934141,"Ramirez, Amairani",Female,20,online,Environmental Sciences,62,47968.09999
511,651987,"Yang, Reymundo",Male,23,online,Social Sciences,92,44010.67494
512,271433,"Viner, Casey",Male,21,online,Mathematics and Statistics,43,46246.96766
513,455769,"Xiong, Dominic",Male,21,online,Environmental Sciences,83,48997.25119
514,361644,"Rohrkaste, Joshua",Male,21,in-person,Social Sciences,50,47547.65208
515,249189,"Hilt, Bethanie",Female,21,online,Economics and Finance,73,26269.01718
516,360430,"Warren, Natalie",Female,22,online,Biology,48,30326.90761
517,176318,"Duong, Randy",Male,21,online,Environmental Sciences,65,54416.31771
518,873076,"Bermudez, Zoe",Female,23,online,Political Science,74,31386.58362
519,936548,"Hayes, Morgan",Female,22,in-person,Social Sciences,76,49042.90145
520,481418,"Wongveerakul, Carlos",Male,21,in-person,Environmental Sciences,89,57047.99091
521,276165,"Preston, Solomon",Male,26,online,Biology,74,59404.19598
522,505652,"Shrestha, Andrew",Male,22,online,Political Science,71,33924.94839
523,894127,"Rivera, Raven",Female,21,online,Mathematics and Statistics,46,27632.08151
524,228580,"Hill, Susana",Female,21,online,Economics and Finance,47,31224.46177
525,712039,"Duran, Lela",Female,29,online,Social Sciences,64,42108.0002
526,979289,"Coody, Sally",Female,22,online,Environmental Sciences,58,36508.23864
527,403401,"Her, Vincent",Male,22,in-person,Social Sciences,58,37747.91379
528,149540,"Fife, Lexy",Female,18,online,Social Sciences,58,34492.07721
529,831973,"Samples, Velia",Female,51,online,Mathematics and Statistics,80,38721.82904
530,165377,"Williams, Anisa",Female,21,in-person,Political Science,69,30095.65611
531,492136,"Gresham, Amy",Female,21,in-person,Political Science,81,38188.89195
532,579104,"Farmer, Ricardo",Male,20,online,Social Sciences,76,47308.50043
533,458881,"Ontiveros, Jacqueline",Female,19,online,Biology,71,43748.99516
534,654710,"Hickson, Trevor",Male,22,in-person,Social Sciences,60,51367.37446
535,681269,"Tarrant, Wana",Female,19,online,Environmental Sciences,46,27606.4034
536,298182,"Boykin, Bruce",Male,21,online,Mathematics and Statistics,67,59920.48058
537,481558,"Atmore, Kevin",Male,22,in-person,Social Sciences,72,51465.42035
538,202012,"Hair, Kyle",Male,22,online,Social Sciences,75,49940.55353
539,445871,"Marquez, Melonie",Female,22,online,Mathematics and Statistics,81,51353.46231
540,747244,"Mazotti, Jared",Male,22,online,Environmental Sciences,67,64271.11979
541,952649,"Snyder-Jones, Anthony",Male,19,in-person,Environmental Sciences,55,37819.83009
542,243014,"Galligan, Solomon",Male,20,in-person,Political Science,87,69351.41417
543,543466,"Plaatjes, Ryan",Male,22,in-person,Social Sciences,61,51568.10564
544,186220,"Lou, Norberto",Male,23,online,Biology,60,37258.96295
545,482518,"Moreland, Breanna",Female,22,online,Social Sciences,80,29325.86874
546,766664,"Forrest, Heather",Female,22,online,Mathematics and Statistics,82,34211.74855
547,762595,"Geberkidane, Stephanie",Female,21,online,Mathematics and Statistics,66,42971.28923
548,491571,"Smith, Rebecca",Female,23,online,Environmental Sciences,46,42555.18759
549,577119,"Miller, William",Male,22,online,Environmental Sciences,35,33831.46012
550,863615,"Tam, Alejandro",Male,41,online,Economics and Finance,73,34491.28028
551,659921,"Foster, Isaac",Male,25,online,Biology,87,70324.83769
552,813853,"Lawton, Jacob",Male,36,online,Political Science,82,54410.43923
553,946346,"Nguyen, Matteo",Male,20,in-person,Economics and Finance,70,46897.26797
554,163772,"Ray, Sade",Female,23,in-person,Economics and Finance,67,28235.06109
555,153149,"Mcbride, Thien",Male,21,in-person,Social Sciences,75,53242.38134
556,905586,"Smith, Tyler",Male,21,in-person,Environmental Sciences,66,47417.82869
557,559035,"Suggs, Brent",Male,19,online,Social Sciences,94,50317.87484
558,211707,"Flores Xochitla, Samoun",Female,22,online,Mathematics and Statistics,76,40859.55946
559,531327,"Cotonuts, Matthew",Male,20,online,Environmental Sciences,68,46884.99053
560,604937,"Thomas, Trae",Male,21,online,Social Sciences,47,35945.22833
561,791913,"Rosales, Jazmine",Female,20,online,Mathematics and Statistics,77,40064.43476
562,303136,"Navarro, Shamari",Female,45,online,Mathematics and Statistics,82,52691.50434
563,566262,"Swanson, Jamie",Female,22,in-person,Biology,72,44368.51359
564,685552,"Irving, Michaela",Female,19,in-person,Political Science,70,38400.05111
565,606531,"Fernandez, Amelia",Female,52,in-person,Mathematics and Statistics,58,20690.64749
566,555871,"Yazzie, Timothy",Male,22,in-person,Social Sciences,53,44242.27158
567,673553,"Kiyota, Chamos",Male,20,online,Social Sciences,60,46155.08952
568,926398,"Tall Bull, Marcus",Male,21,in-person,Economics and Finance,44,39931.42447
569,759497,"Yamaguchi, Juan",Male,22,online,Political Science,68,62887.0343
570,336410,"Forney, Jacob",Male,22,in-person,Political Science,70,45274.22673
571,886844,"Piechowski, Dominique",Male,21,in-person,Biology,90,38292.14116
572,764571,"Yellowhawk, Ezequiel",Male,22,online,Biology,67,69348.60687
573,893072,"Peters, Sonia",Female,21,online,Biology,55,34055.2891
574,321581,"Sigala, Nekka",Female,18,online,Biology,60,32943.40901
575,169014,"Starcer, Ji",Male,20,online,Social Sciences,76,41598.14986
576,212115,"Molina, Jarleeya",Female,22,online,Political Science,66,26604.10957
577,127324,"Trujillo, Natae",Female,21,in-person,Political Science,38,28058.50724
578,901238,"Mosley, Patricia",Female,29,online,Political Science,80,36274.87806
579,902110,"Bowman, Mathew",Male,23,online,Economics and Finance,74,39299.62456
580,527029,"Jeffries, Lien",Female,34,online,Mathematics and Statistics,77,43000.507
581,761067,"Duong, Matthew",Male,21,online,Economics and Finance,89,57332.58523
582,460855,"Martinez, Taylor",Female,21,online,Economics and Finance,70,29401.35898
583,350085,"Kelleher, Lejanique",Female,18,in-person,Biology,52,31266.91863
584,480495,"Rodrigues, Samuel",Male,20,in-person,Environmental Sciences,59,44605.60052
585,249763,"De La Cerda, Taylor",Female,21,online,Biology,66,27016.8521
586,962863,"Brauher, Christorpher",Male,21,in-person,Political Science,35,39124.14494
587,652907,"Long, Lisa",Female,19,online,Environmental Sciences,50,31936.89969
588,882907,"Ho, Lesante",Male,21,online,Economics and Finance,82,47577.44261
589,729358,"Davis, Joshua",Male,21,online,Social Sciences,82,59472.34268
590,678841,"Mitta, Adriel",Male,23,in-person,Mathematics and Statistics,51,33259.90273
591,593016,"Vang, Terrance",Male,20,online,Social Sciences,68,42664.7906
592,692008,"Miera, Cierra",Female,18,in-person,Social Sciences,54,35507.82884
593,481222,"Tran, Tevin",Male,20,online,Economics and Finance,62,38750.2014
594,170888,"Ortega, Odalis",Female,20,online,Biology,50,31405.47536
595,199103,"Atencio, Keyana",Female,23,in-person,Economics and Finance,58,34749.58508
596,495511,"Ellison, Kayla",Female,21,online,Environmental Sciences,70,45993.38553
597,658589,"Riser, Dina",Female,19,online,Biology,53,37894.44361
598,651764,"Fagan, Brianna",Female,23,online,Environmental Sciences,91,43571.96907
599,759837,"Hoang, Michael",Male,20,online,Biology,46,21582.80074
600,453805,"Cruz, Justin",Male,20,online,Environmental Sciences,75,51032.83841
601,650150,"Franklin, Vivian",Female,22,online,Environmental Sciences,95,41336.17
602,747829,"Debow, Krysta",Female,23,online,Social Sciences,70,30618.60966
603,163325,"Alvarez, Heidi",Female,20,online,Political Science,82,46509.33139
604,247295,"Ehlers, Carley",Female,21,in-person,Political Science,79,45018.67952
605,207765,"Bivings, Eric",Male,19,online,Environmental Sciences,79,46557.45072
606,928145,"Kline, Cam",Female,56,online,Political Science,69,35294.46948
607,363256,"Montgomery, Lindsey",Female,22,in-person,Biology,54,28887.59297
608,960794,"Griggs, Lawrence",Male,18,online,Political Science,94,61382.06131
609,508696,"Engelhart, Yosef",Male,21,in-person,Social Sciences,63,38408.59012
610,546482,"Smith, Dennis",Male,22,online,Mathematics and Statistics,64,50910.60536
611,855401,"Calva Calva, Paige",Female,22,in-person,Political Science,53,43552.60124
612,111998,"Conover, Timothy",Male,20,online,Mathematics and Statistics,72,37364.35355
613,394205,"Montrey, Nicaela",Female,24,in-person,Economics and Finance,55,31331.65571
614,532690,"Aguirre, Ladaisha",Female,18,online,Political Science,43,38738.0142
615,521046,"Romero, Kimberly",Female,22,online,Political Science,49,33641.73103
616,774278,"Behr, Karl",Male,55,in-person,Mathematics and Statistics,71,36451.77061
617,411195,"Galvan, Selena",Female,20,in-person,Economics and Finance,43,26235.13457
618,571311,"Meeks, Shivani",Female,22,online,Economics and Finance,58,36433.02889
619,837316,"Carroll, Ryan",Male,20,online,Economics and Finance,43,38483.72599
620,223835,"Datta, Joel",Male,18,in-person,Environmental Sciences,93,56251.62873
621,375119,"Thanh, Davon",Male,20,in-person,Biology,78,44147.76652
622,537813,"Lopez, Aason",Female,21,in-person,Economics and Finance,77,42615.12521
623,269392,"Degenhart, Amy",Female,25,online,Mathematics and Statistics,60,38758.77897
624,547391,"Gonzales, Meikko",Female,23,in-person,Biology,67,36409.50602
625,423213,"Marler, Theolian",Male,20,online,Social Sciences,94,43066.60909
626,607721,"Horton, Vien",Male,21,online,Biology,87,39612.47567
627,197076,"Zekaria, Amanda",Female,20,in-person,Political Science,73,32916.5963
628,918215,"Hernandez, Yannell",Female,21,online,Political Science,94,45286.13245
629,337334,"Jackson, Katherine",Female,22,online,Environmental Sciences,57,31703.38063
630,642239,"Billingsley, Kayla",Female,21,online,Social Sciences,73,41132.29294
631,631034,"Soto Jr, Lizeth",Female,20,in-person,Economics and Finance,57,20773.12519
632,910920,"Lohrenz, Alex",Male,20,in-person,Political Science,78,34869.5075
633,386164,"Hiromitsu, Larue",Male,20,online,Environmental Sciences,74,48456.78746
634,689675,"Charles, Zachary",Male,19,online,Economics and Finance,96,62360.01908
635,409246,"Vang, Jordan",Male,23,online,Environmental Sciences,65,57196.49659
636,426069,"Ngiateng, Jacob",Male,20,online,Environmental Sciences,69,59480.842
637,775688,"Bernstine, Brandon",Male,19,online,Environmental Sciences,96,50373.10604
638,477202,"Quick Bear, Patrick",Male,19,in-person,Political Science,82,47665.89303
639,841894,"Mills, William",Male,23,online,Social Sciences,73,31723.23986
640,801132,"Rahman, Charlotte",Female,20,online,Social Sciences,49,35632.14079
641,155430,"Materon, Marisol",Female,20,in-person,Mathematics and Statistics,70,48118.37091
642,411399,"Vassel, Rachelle",Female,20,in-person,Mathematics and Statistics,77,33530.29802
643,948092,"Perry, Mckenna",Female,20,online,Economics and Finance,96,40803.80341
644,575895,"Wallace, Forest Green",Female,22,in-person,Political Science,75,46576.10439
645,985960,"Lester, Peter",Male,23,online,Environmental Sciences,85,43082.77822
646,357001,"Nguyen, Tyler",Male,21,in-person,Biology,71,43250.65428
647,605010,"Torres, Darion",Female,23,in-person,Economics and Finance,59,43325.31193
648,599667,"Ramirez, Donald",Male,21,online,Political Science,68,72787.28668
649,606238,"Garcia Hernandez, Jasmine",Female,20,online,Mathematics and Statistics,59,29626.86038
650,741864,"Canas, Alison",Female,25,in-person,Biology,50,19855.6943
651,456552,"Watkins, Yea",Female,21,in-person,Political Science,82,41158.08154
652,937660,"Rodriguez, Dahlia",Female,22,in-person,Biology,50,36180.22814
653,497075,"Segura, Jocellin",Female,20,in-person,Biology,41,27408.49267
654,602560,"Juarez-Herrera, Dori",Female,20,online,Social Sciences,68,39710.79766
655,419070,"Walker, Dallana",Female,21,online,Economics and Finance,51,38887.78262
656,971054,"Melendez-Alcantar, Xavi",Female,21,in-person,Mathematics and Statistics,50,38008.97844
657,970911,"Golden, Priscilla",Female,22,online,Mathematics and Statistics,72,38768.82232
658,364152,"Masingale, Maomao",Male,52,online,Social Sciences,87,70094.84888
659,934357,"Dedios, Khamsouk",Male,23,online,Biology,64,43015.46148
660,490824,"Corpuz, Deondre",Male,20,online,Social Sciences,46,58612.84805
661,921305,"Bui, Samuel",Male,20,in-person,Biology,73,44983.99524
662,462992,"Collier, Michael",Male,21,online,Environmental Sciences,66,59288.03173
663,767937,"Lucero, Mersadez",Female,21,online,Biology,39,34317.3152
664,542732,"Chavez, Yolanda",Female,21,online,Mathematics and Statistics,53,22060.65687
665,256839,"Tso, Mario",Male,24,online,Political Science,75,61102.02675
666,686461,"Riley-King, Jane",Female,21,in-person,Environmental Sciences,61,36207.6944
667,266076,"Steenburgh, Darren",Male,21,in-person,Social Sciences,78,42951.06119
668,437820,"Ishii, Alexis",Male,21,online,Economics and Finance,72,39492.44865
669,841378,"Rivera Munoz, Jose",Male,25,online,Social Sciences,58,28707.85312
670,846834,"Ales, Kylie",Female,21,online,Mathematics and Statistics,73,34775.0559
671,594278,"Yussufu, Kaitlyn",Female,22,online,Social Sciences,70,33692.99327
672,358742,"Bellerive, Chandler",Female,23,online,Social Sciences,65,43024.9237
673,725066,"Pak, Jacob",Male,19,online,Biology,68,49121.87015
674,306442,"Figgs, Aaron",Male,23,online,Political Science,46,44776.9159
675,832596,"Watson, John",Male,19,online,Environmental Sciences,87,42495.44398
676,442195,"Lee, Adrian",Male,24,in-person,Biology,63,52343.76033
677,471913,"Moreland, Ethen",Male,20,in-person,Biology,65,36599.27042
678,648340,"Nguyen, Amanuel",Male,21,online,Environmental Sciences,90,43756.57926
679,533127,"Levesque, Ian",Male,20,online,Environmental Sciences,49,41163.65455
680,491541,"Lewis, Charles",Male,19,online,Economics and Finance,51,33476.60003
681,145718,"Verdos, Adrian",Male,21,in-person,Social Sciences,76,48573.8517
682,812467,"Dorado, Alexis",Female,19,online,Environmental Sciences,82,38479.94408
683,677171,"Myong, Marquez",Male,20,online,Mathematics and Statistics,74,61067.56777
684,663553,"Untalan, Velasquez",Male,22,online,Environmental Sciences,64,55800.95979
685,309827,"Wilhite, Tori",Female,21,in-person,Environmental Sciences,43,26097.73519
686,560028,"Norton, Nicholas",Male,26,online,Social Sciences,87,33902.00043
687,731560,"Bear, Jethro-Eli",Male,48,online,Biology,69,50206.14187
688,768418,"Hong, Tyree",Male,23,online,Economics and Finance,65,37850.91489
689,572551,"Gay, Jenni",Female,20,online,Political Science,84,43755.4504
690,182706,"Martinez, Samuel",Male,21,online,Economics and Finance,72,40913.35322
691,953820,"Shorty, Alissa",Female,19,online,Economics and Finance,79,47326.79144
692,898710,"Lyon, Megan",Female,21,online,Social Sciences,56,29216.61781
693,468954,"Anderson, Nicole",Female,25,online,Environmental Sciences,52,25445.58294
694,425362,"Salas, Barbara",Female,21,online,Biology,51,32194.59225
695,263937,"Terry, Justin",Male,24,online,Economics and Finance,94,58178.58433
696,905793,"Flores, Paris",Female,20,in-person,Social Sciences,68,34077.58553
697,176776,"Ocanas, Vernaye",Female,20,online,Economics and Finance,77,35199.86371
698,209894,"Han, Aldo",Male,21,online,Economics and Finance,81,29316.83188
699,566958,"Lee, Phillip",Male,22,online,Political Science,91,53876.87551
700,645027,"Dimas-Williams, Daria",Female,43,in-person,Environmental Sciences,48,41273.98056
701,954824,"Hoang, Andreas",Male,19,in-person,Environmental Sciences,89,46974.98243
702,644759,"Martinez, Jeremy",Male,21,online,Social Sciences,92,51017.43604
703,950064,"Williams, Carl",Male,22,online,Biology,77,34468.46827
704,287354,"Landry, Gilbert",Male,21,in-person,Mathematics and Statistics,64,37554.0138
705,738972,"Fink, Schyler",Male,22,online,Social Sciences,93,50360.62885
706,275978,"George, Terry",Male,24,in-person,Biology,49,32838.25195
707,317686,"Kawamura, Matthew",Male,25,in-person,Economics and Finance,88,52587.05873
708,341323,"Cobbins, Kateri",Female,19,online,Environmental Sciences,83,38884.3708
709,824558,"Khanal, Theodore",Male,22,online,Economics and Finance,47,53928.99216
710,430689,"Kendall, Amantema",Male,23,in-person,Mathematics and Statistics,76,53371.55151
711,509375,"Fluetsch, Alon'E",Male,21,online,Biology,86,42801.21504
712,728977,"Mattern, Gabriel",Male,38,online,Environmental Sciences,83,56853.81379
713,637550,"Flores, Margarita",Female,22,online,Political Science,93,37709.72956
